lat,lon,id,time
51.93412,4.42162,GRT02_1c2e0d9d-f681-437f-8d5b-7ca9929ae9ff,08-12-2017 19:00:03
51.93412,4.42162,GRT02_1c2e0d9d-f681-437f-8d5b-7ca9929ae9ff,08-12-2017 19:01:03
51.93412,4.42162,GRT02_1c2e0d9d-f681-437f-8d5b-7ca9929ae9ff,08-12-2017 19:02:03
51.901276,4.2269144,RWS06_NLRTM001160350300018_4171874,08-12-2017 19:03:03
51.93771,4.41743,GRT02_7a1cc228-f9a8-41b5-86ab-91685914f384,08-12-2017 19:03:03
51.901276,4.2269144,RWS06_NLRTM001160350300018_4171874,08-12-2017 19:04:03
51.93771,4.41743,GRT02_7a1cc228-f9a8-41b5-86ab-91685914f384,08-12-2017 19:04:03
51.901276,4.2269144,RWS06_NLRTM001160350300018_4171874,08-12-2017 19:05:03
51.93771,4.41743,GRT02_7a1cc228-f9a8-41b5-86ab-91685914f384,08-12-2017 19:05:03
51.901276,4.2269144,RWS06_NLRTM001160350300018_4171874,08-12-2017 19:06:03
51.93771,4.41743,GRT02_7a1cc228-f9a8-41b5-86ab-91685914f384,08-12-2017 19:06:03
51.901276,4.2269144,RWS06_NLRTM001160350300018_4171874,08-12-2017 19:07:03
51.93771,4.41743,GRT02_7a1cc228-f9a8-41b5-86ab-91685914f384,08-12-2017 19:07:03
51.901276,4.2269144,RWS06_NLRTM001160350300018_4171874,08-12-2017 19:08:03
51.93771,4.41743,GRT02_7a1cc228-f9a8-41b5-86ab-91685914f384,08-12-2017 19:08:03
51.901276,4.2269144,RWS06_NLRTM001160350300018_4171874,08-12-2017 19:09:03
51.93771,4.41743,GRT02_7a1cc228-f9a8-41b5-86ab-91685914f384,08-12-2017 19:09:03
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:36:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:37:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:38:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:39:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:40:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:41:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:42:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:43:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:44:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:45:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:46:04
51.91277,4.49785,GRT02_9de96a85-078b-4954-82ad-3bec2e22a75b,08-12-2017 19:47:04
51.90682,4.46446,GRT02_07a01f40-8ef1-4801-ba50-95702de274ba,08-12-2017 19:55:04
51.90682,4.46446,GRT02_07a01f40-8ef1-4801-ba50-95702de274ba,08-12-2017 19:56:05
51.90682,4.46446,GRT02_07a01f40-8ef1-4801-ba50-95702de274ba,08-12-2017 19:57:05
51.90682,4.46446,GRT02_07a01f40-8ef1-4801-ba50-95702de274ba,08-12-2017 19:58:05
51.90682,4.46446,GRT02_07a01f40-8ef1-4801-ba50-95702de274ba,08-12-2017 19:59:05
