lat,lon,id,time
51.90682,4.46446,GRT02_272d76a1-d1b8-40a0-bc4c-2ac1e0b669d2,07-12-2017 14:24:21
51.93412,4.42162,GRT02_e7d37fe3-9dbf-4713-9525-02bf42c7c868,07-12-2017 14:25:21
51.90682,4.46446,GRT02_272d76a1-d1b8-40a0-bc4c-2ac1e0b669d2,07-12-2017 14:25:21
51.90682,4.46446,GRT02_272d76a1-d1b8-40a0-bc4c-2ac1e0b669d2,07-12-2017 14:26:21
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:28:22
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:29:22
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:30:22
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:31:22
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:32:22
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:33:22
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:34:22
51.91656,4.44397,GRT02_2d8bd0cc-b810-4a15-a57b-c517cd5c4854,07-12-2017 14:34:22
51.90819,4.46351,GRT02_9c82ed04-06a8-431d-9d9a-4cef97245983,07-12-2017 14:35:22
51.91656,4.44397,GRT02_2d8bd0cc-b810-4a15-a57b-c517cd5c4854,07-12-2017 14:35:22
51.91656,4.44397,GRT02_2d8bd0cc-b810-4a15-a57b-c517cd5c4854,07-12-2017 14:36:22
51.91656,4.44397,GRT02_2d8bd0cc-b810-4a15-a57b-c517cd5c4854,07-12-2017 14:37:22
51.90682,4.46446,GRT02_8141a9a6-3206-4ae2-9de5-df59bc67624b,07-12-2017 14:37:22
51.90975,4.44957,GRT02_19628cad-f8d9-4b76-9d0d-0fa12062b626,07-12-2017 14:38:22
51.90682,4.46446,GRT02_8141a9a6-3206-4ae2-9de5-df59bc67624b,07-12-2017 14:38:22
51.90975,4.44957,GRT02_19628cad-f8d9-4b76-9d0d-0fa12062b626,07-12-2017 14:39:22
51.90682,4.46446,GRT02_8141a9a6-3206-4ae2-9de5-df59bc67624b,07-12-2017 14:39:22
51.90975,4.44957,GRT02_19628cad-f8d9-4b76-9d0d-0fa12062b626,07-12-2017 14:40:22
51.90682,4.46446,GRT02_8141a9a6-3206-4ae2-9de5-df59bc67624b,07-12-2017 14:40:22
51.90975,4.44957,GRT02_19628cad-f8d9-4b76-9d0d-0fa12062b626,07-12-2017 14:41:22
51.90682,4.46446,GRT02_8141a9a6-3206-4ae2-9de5-df59bc67624b,07-12-2017 14:41:22
51.90975,4.44957,GRT02_19628cad-f8d9-4b76-9d0d-0fa12062b626,07-12-2017 14:42:22
51.90682,4.46446,GRT02_8141a9a6-3206-4ae2-9de5-df59bc67624b,07-12-2017 14:42:22
51.90975,4.44957,GRT02_19628cad-f8d9-4b76-9d0d-0fa12062b626,07-12-2017 14:43:22
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:43:22
51.93771,4.41743,GRT02_28b11a51-1d62-417a-b685-fe0845acd29e,07-12-2017 14:44:22
51.90975,4.44957,GRT02_19628cad-f8d9-4b76-9d0d-0fa12062b626,07-12-2017 14:44:22
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:44:22
51.93771,4.41743,GRT02_28b11a51-1d62-417a-b685-fe0845acd29e,07-12-2017 14:45:22
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:45:22
51.93771,4.41743,GRT02_28b11a51-1d62-417a-b685-fe0845acd29e,07-12-2017 14:46:22
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:46:22
51.93771,4.41743,GRT02_28b11a51-1d62-417a-b685-fe0845acd29e,07-12-2017 14:47:23
51.91656,4.44397,GRT02_6aa6e5c0-ee6f-4822-8be7-5866ae69f45a,07-12-2017 14:47:23
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:47:23
51.93771,4.41743,GRT02_28b11a51-1d62-417a-b685-fe0845acd29e,07-12-2017 14:48:23
51.91656,4.44397,GRT02_6aa6e5c0-ee6f-4822-8be7-5866ae69f45a,07-12-2017 14:48:23
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:48:23
51.93771,4.41743,GRT02_28b11a51-1d62-417a-b685-fe0845acd29e,07-12-2017 14:49:23
51.91656,4.44397,GRT02_6aa6e5c0-ee6f-4822-8be7-5866ae69f45a,07-12-2017 14:49:23
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:49:23
51.93412,4.42162,GRT02_1d6a9e08-85da-4384-acc1-24f019f0f048,07-12-2017 14:50:23
51.91656,4.44397,GRT02_6aa6e5c0-ee6f-4822-8be7-5866ae69f45a,07-12-2017 14:50:23
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:50:23
51.93412,4.42162,GRT02_1d6a9e08-85da-4384-acc1-24f019f0f048,07-12-2017 14:51:23
51.91656,4.44397,GRT02_6aa6e5c0-ee6f-4822-8be7-5866ae69f45a,07-12-2017 14:51:23
51.90819,4.46351,GRT02_f15834dd-0986-48b4-95b2-303ba3c9e590,07-12-2017 14:51:23
51.93412,4.42162,GRT02_1d6a9e08-85da-4384-acc1-24f019f0f048,07-12-2017 14:52:23
51.93412,4.42162,GRT02_1d6a9e08-85da-4384-acc1-24f019f0f048,07-12-2017 14:53:23
51.93412,4.42162,GRT02_1d6a9e08-85da-4384-acc1-24f019f0f048,07-12-2017 14:54:23
51.90682,4.46446,GRT02_3de27996-fedb-4a14-8801-6d01505b78dd,07-12-2017 14:54:23
51.90682,4.46446,GRT02_3de27996-fedb-4a14-8801-6d01505b78dd,07-12-2017 14:55:23
51.90682,4.46446,GRT02_3de27996-fedb-4a14-8801-6d01505b78dd,07-12-2017 14:56:23
51.90682,4.46446,GRT02_3de27996-fedb-4a14-8801-6d01505b78dd,07-12-2017 14:57:23
51.90682,4.46446,GRT02_3de27996-fedb-4a14-8801-6d01505b78dd,07-12-2017 14:58:23
51.90682,4.46446,GRT02_3de27996-fedb-4a14-8801-6d01505b78dd,07-12-2017 14:59:23
51.90682,4.46446,GRT02_3de27996-fedb-4a14-8801-6d01505b78dd,07-12-2017 15:00:23
51.90819,4.46351,GRT02_b392f584-dcdf-4fb8-9dea-14d6f165b49b,07-12-2017 15:03:23
51.90819,4.46351,GRT02_b392f584-dcdf-4fb8-9dea-14d6f165b49b,07-12-2017 15:04:23
51.90819,4.46351,GRT02_b392f584-dcdf-4fb8-9dea-14d6f165b49b,07-12-2017 15:05:23
51.90819,4.46351,GRT02_b392f584-dcdf-4fb8-9dea-14d6f165b49b,07-12-2017 15:06:23
51.90819,4.46351,GRT02_b392f584-dcdf-4fb8-9dea-14d6f165b49b,07-12-2017 15:07:23
51.93412,4.42162,GRT02_169f5bf3-d19f-4c67-9751-dd77aafb8949,07-12-2017 15:09:23
51.90682,4.46446,GRT02_361dabab-9c2b-42bf-9e8f-93ba80406c64,07-12-2017 15:09:23
51.93412,4.42162,GRT02_169f5bf3-d19f-4c67-9751-dd77aafb8949,07-12-2017 15:10:23
51.90682,4.46446,GRT02_361dabab-9c2b-42bf-9e8f-93ba80406c64,07-12-2017 15:10:23
51.90975,4.44957,GRT02_34d2d23d-0ada-43d4-80e3-7ac22f3e6f6c,07-12-2017 15:11:23
51.93412,4.42162,GRT02_169f5bf3-d19f-4c67-9751-dd77aafb8949,07-12-2017 15:11:23
51.90682,4.46446,GRT02_361dabab-9c2b-42bf-9e8f-93ba80406c64,07-12-2017 15:11:23
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:12:23
51.90975,4.44957,GRT02_34d2d23d-0ada-43d4-80e3-7ac22f3e6f6c,07-12-2017 15:12:23
51.93412,4.42162,GRT02_169f5bf3-d19f-4c67-9751-dd77aafb8949,07-12-2017 15:12:23
51.90682,4.46446,GRT02_361dabab-9c2b-42bf-9e8f-93ba80406c64,07-12-2017 15:12:23
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:13:23
51.90975,4.44957,GRT02_34d2d23d-0ada-43d4-80e3-7ac22f3e6f6c,07-12-2017 15:13:23
51.93412,4.42162,GRT02_169f5bf3-d19f-4c67-9751-dd77aafb8949,07-12-2017 15:13:23
51.90682,4.46446,GRT02_361dabab-9c2b-42bf-9e8f-93ba80406c64,07-12-2017 15:13:23
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:14:23
51.90975,4.44957,GRT02_34d2d23d-0ada-43d4-80e3-7ac22f3e6f6c,07-12-2017 15:14:23
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:14:23
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:15:24
51.93771,4.41743,GRT02_adc75b3a-2a3c-4a4b-a6d5-0f149fcb594a,07-12-2017 15:15:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:15:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:16:24
51.93771,4.41743,GRT02_adc75b3a-2a3c-4a4b-a6d5-0f149fcb594a,07-12-2017 15:16:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:16:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:17:24
51.93771,4.41743,GRT02_adc75b3a-2a3c-4a4b-a6d5-0f149fcb594a,07-12-2017 15:17:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:17:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:18:24
51.93771,4.41743,GRT02_adc75b3a-2a3c-4a4b-a6d5-0f149fcb594a,07-12-2017 15:18:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:18:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:19:24
51.93771,4.41743,GRT02_adc75b3a-2a3c-4a4b-a6d5-0f149fcb594a,07-12-2017 15:19:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:19:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:20:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:20:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:21:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:21:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:22:24
51.90819,4.46351,GRT02_ed44e1f9-c435-4dae-81c5-a286a6e0f301,07-12-2017 15:22:24
51.901276,4.2269144,RWS06_NLRTM001160350300018_4167108,07-12-2017 15:23:24
